"#dataset-key","rights"
35720b3e-aded-4b83-b4f1-967f1d457d6a,"CUMV data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CUMV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CUMV notified. The Cornel University Museum of Vertebrates and its staff are not responsible for damages, injury, or loss due to the use of these data."
3633e0e7-8c25-4c3d-b9c7-078c0be25665,"CUMV data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CUMV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CUMV notified. The Cornel University Museum of Vertebrates and its staff are not responsible for damages, injury, or loss due to the use of these data."
f96a6f8c-b992-4159-8039-db8f30bac985,"CUMV data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CUMV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CUMV notified. The Cornel University Museum of Vertebrates and its staff are not responsible for damages, injury, or loss due to the use of these data."
a8ee9bc6-5914-427d-9fba-f8545250ac34,"CUMV data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CUMV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CUMV notified. The Cornel University Museum of Vertebrates and its staff are not responsible for damages, injury, or loss due to the use of these data."
09a17133-1487-440f-93aa-656d75877280,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ </br></br>"
78ff8409-15b9-456f-9793-291b030190a7,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ </br></br>"
b15d4952-7d20-46f1-8a3e-556a512b04c5,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ </br></br>"
b211f32f-326b-43d3-8012-2fbce0cc6dcc,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ </br></br>"
9a201e2f-dada-4cb9-88c7-695e391aeb2f,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/"
1ebf1564-949e-49ca-9f8b-e11ef68238db,"Data records from the Perot Museum of Nature and Science (Perot Museum) may be used by individual researchers or research groups for non-commercial purposes, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the Collection Manager or appropriate curatorial staff.  If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged, the Perot Museum notified, and a copy of any resulting publication or report sent to the Collection Manager at the Perot Museum. The Perot Museum does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens. The Perot Museum and its staff are not responsible for damages, injury, or loss due to the use of these data."
28573c0a-b833-41b1-9999-56c6b9bce519,"Georgia Southern University Department of Biology data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Georgia Southern University Department of Biology. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Georgia Southern University Department of Biology notified. Georgia Southern University Department of Biology or its staff is not responsible for damages, injury or loss due to the use of these data."
fd986156-527d-436e-bb06-ea01727f0f3a,This [DATA(BASE)-NAME] is made available under the Open Data Commons Attribution License: http://www.opendatacommons.org/licenses/by/1.0/
8855595b-a836-4557-b17b-794aadda747a,"The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/"
